0	100guide_eggs_overlay
1	100guide_flour_overlay
2	100guide_inv_flour
3	100guide_milk_overlay
4	tog_water_bowl
5	agilityarena_overlay
6	agilityarena_trade
7	ahoy_blackout
8	ahoy_islandmap
9	ahoy_runedraw
10	ahoy_windspeed
11	bank_deposit_box
13	bankpin_main
14	bankpin_settings
15	banner_padlock_keys
16	banner_anti_virus
21	banner_scamming
22	banner_security
23	banner_xmas
24	barrows_overlay
25	barrows_puzzle
28	blast_furnace_bar_stock
29	blast_furnace_plan_scroll
30	blast_furnace_temp_gauge
31	boardgames_challenge
32	boardgames_draughts
33	boardgames_draughts_options
34	boardgames_draughts_overlay
35	boardgames_draughts_view
36	boardgames_runelink
37	boardgames_runelink_options
38	boardgames_runelink_overlay
39	boardgames_runelink_view
40	boardgames_runesquares
41	boardgames_runesquares_options
42	boardgames_runesquares_overlay
43	boardgames_runesquares_view
44	boardgames_runeversi
45	boardgames_runeversi_options
46	boardgames_runeversi_overlay
47	boardgames_runeversi_view
48	bob_locator_amulet
51	burgh_map
52	canoe
53	canoe_stations_map
54	castlewars_catapult
55	castlewars_score
56	castlewars_shopside
57	castlewars_status_overlay
58	castlewars_status_overlay_saradomin
59	castlewars_status_overlay_zamorak
60	castlewars_trade
61	cat_naming
62	cave_goblin_markers
63	champions_scroll
64	chat1
65	chat2
66	chat3
67	chat4
68	chat_np1
69	chat_np2
70	chat_np3
71	chat_np4
94	confirm_destroy
95	sailing_transport_world_map
96	darkness_dark
97	darkness_light
98	darkness_medium
99	death_dice
100	deep_blue
103	pattern_next
105	stockmarket
107	stockside
109	stockcollect
111	dwarf_rock_book
112	dwarf_rock_cannon
113	dwarf_rock_schematics
114	dwarf_rock_schematics_control
117	enakh_film
118	enakh_smoke_overlay
120	fade_to_black
121	fade_to_light_blue
122	fade_to_white
123	fairy_certificate
125	farming_tools
126	farming_tools_side
127	favour_keyring
131	doubleobjbox
132	garden_list
133	garden_quiz
135	aide_compass
137	chatdefault
138	glidermap
139	gnomeball
142	horror_metaldoor
144	hauntedmine_controls
149	inventory
150	keldagrim_map
151	keldagrim_story1
152	keldagrim_titles
153	aide_death
154	leather_crafting
155	legends_mirror
157	quickchat_tutorial
160	rocko_kittens
161	smki_assignment
163	smki_learn
164	smki_buy
165	smki_smoke_overlay
166	rocko_cannonball
167	rocko_underwater
168	rocko_seagull
170	fade_from_black
173	chatlarge
174	wom_scroll
175	heat_overlay
177	fade_from_white
178	light2
179	light_blue
180	lightning_flash
182	logout
185	macro_combilock
186	macro_evil_bob
187	music_v3
188	macro_mime_emotes
191	macro_quizshow
192	magic
193	magic_zaros
196	magictraining_grave
197	magictraining_shop
198	magictraining_tele
209	mazetimer
210	message1
211	message2
212	message3
213	message4
214	message5
215	message_np1
216	message_np2
217	message_np3
218	message_np4
219	message_np5
220	messagescroll
221	messagescroll2
223	peng_emote
224	misc_shipjourney
225	mm_message
226	mole_mud
227	mourning_deathalter_list
228	multi2
229	multi2_chat
230	multi3
231	multi3_chat
232	multi4
233	multi4_chat
234	multi5
235	multi5_chat
236	multivar2
237	multivar4
238	multivar5
241	npcchat1
242	npcchat2
243	npcchat3
244	npcchat4
245	npcchat_np1
246	npcchat_np2
247	npcchat_np3
248	npcchat_np4
249	surok_letter1
250	surok_letter2
252	olaf2_lock_gate
253	olaf2_skull_puzzle
254	olaf2_treasuremap
259	area_task
260	dream_armour
261	options
263	pinball_interface
264	paint_cannon
265	clanwars_overlay
267	pest_rewards
271	prayer
272	priestperil_gravemonument
273	prisonpete
274	questjournal_v2
275	questjournal_scroll
282	ratcatcher_flute
283	ratcatcher_flute_music
284	ratcatcher_overlay
285	rd_combolock
286	regicide_still
290	roguesden_dials
291	roguesden_gear_select
292	roguesden_gears
293	roguesden_puzzle
295	rum_deal_title
296	sandstorm
298	seer_combolock
300	smithing_new
307	skill_cookmany
308	lotr_scroll
309	skill_multi1
310	slayer_staff_spells
311	smelting
313	smokeoverlay
315	soulbane_angerbar
316	soulbane_cut
317	soulbane_darkness
318	soulbane_scare
319	staff_spells
320	stats
321	swamp_boatjourney
322	swamp_boatjourney_back
324	tanner
325	target
326	teleport_other
327	cws_warning_11
328	temple_screen
329	templetrek_map
334	tradeconfirm
335	trademain
336	tradeside
345	trail_cluelong
346	trail_map01
347	trail_map02
348	trail_map03
349	trail_map04
350	trail_map05
351	trail_map06
352	trail_map07
353	trail_map08
354	trail_map09
355	trail_map10
356	trail_map11
357	trail_map12
358	trail_map13
359	trail_map14
360	trail_map15
361	trail_map16
362	trail_map17
363	trail_puzzle
364	trail_reward
365	trail_sextant
366	trawler_overlay
367	trawler_reward
368	trawler_start
371	tutorial_progress
372	tutorial_text
373	tzhaar_fightpit
378	welcome_screen
379	werewolf_goal
380	welcome_final_tex
381	wilderness_overlay
382	wilderness_warning
386	wom_telescope
387	wornitems
389	objdialog
393	poh_hangman
398	poh_house_options
400	poh_magic_tablets
401	poh_ranging
403	poh_sawmill
404	poh_scrying_pool
405	banner_poh
406	pest_mace
407	pest_lander_overlay
408	pest_status_overlay
409	mcannon_interface
410	warguild_defence
411	warguild_defence_mini
412	warguild_dummy
413	brew_telescope_overlay
414	brew_game_over
415	brew_overlay
416	brew_worktable
417	brew_tools
421	tutorial_text2
423	fairy2_certificate_broken
424	fairy2_message
427	scroll_godfather
428	ntk_overlay
430	magic_lunar
432	xbows_enchant_bolt
433	xbows_pouch
438	crafting_silver_casting
445	openurl
446	crafting_gold
447	banner_chatheads
448	brain_water_overlay
451	multivar3
452	myq3_statue_painting
453	myq3_blackout
454	myq3_boat_map
459	crafting_spinning
461	seaslug_boat_travel
463	kings_letter_v2
464	emotes
469	zep_balloon_map
470	zep_interface
471	zep_interface_side
480	anma_rgb
484	barbassault_horn
485	barbassault_over_att
486	barbassault_over_col
487	barbassault_over_def
488	barbassault_over_heal
490	barbassault_playerstat
491	barbassault_reward_shop
494	barbassault_timer_overlay
495	barbassault_turret
496	barbassault_tutorial
497	barbassault_wavecomplete
498	contact_scroll_blood
499	skill_guide_v2
507	poh_hangman_german
508	tol_homonculus_overlay
509	tol_cage_puzzle
510	tol_pressure_machine
511	tol_pipe_machine
512	inventory_ranging
513	inventory_wear
514	brain_cat_overlay
515	brain_gas_overlay
519	objbox
521	dream_cyrisus
522	dream_monster_stat
523	dream_player_stats
524	dream_title
527	vm_museum_map
528	vm_digsite
532	vm_kudos
534	vm_timeline
538	grim_tasklist
539	noexit
542	crafting_glass
543	dragon_slayer_qip_clouds
544	dragon_slayer_qip_cr_journey
545	dragon_slayer_qip_elvarg
546	dragon_slayer_qip_elvarg_fly
547	dragon_slayer_qip_map
548	toplevel
549	toplevel_full
550	friends2
551	ignore2
553	snapshot_main
557	multi2_mes
558	skill_multi6
559	pattern_cards
560	cws_warning_9
561	cws_warning_21
562	cws_warning_2
563	cws_warning_5
564	cws_warning_23
565	cws_warning_10
566	cws_warning_6
567	cws_warning_14
568	cws_warning_3
569	cws_warning_16
570	cws_warning_17
571	cws_warning_19
572	cws_warning_13
573	cws_warning_12
574	cws_warning_1
576	cws_warning_8
577	cws_warning_18
578	cws_warning_15
579	cws_warning_4
580	cws_warning_20
581	cws_warning_24
582	skill_multi1_small
583	cws_doomsayer
584	kr_king_statue
585	kr_pyramid_escape
588	kr_picklock
589	clanjoin
590	clansetup
600	cws_warning_25
601	godwars_overlay
620	shop_template
621	shop_template_side
622	banner_group
623	banner_group_assist
627	cws_warning_26
628	duel2_side
632	duel2_scoreboard
638	duel2_challengeoverlay
640	duel2_select_type
643	exchange_history
644	exchange_sets_side
645	exchange_itemsets
646	exchange_sand_timer
649	clanwars_viewing_orb
650	cws_warning_30
652	gravestone_shop
653	bounty_overlay
656	bounty_overlay_waiting
657	bounty_warning
662	lore_stats_side
663	lore_cats_side
665	lore_bank_side
667	equip_screen2
670	inventory_wear2
671	lore_bank
674	tutorial2_mesbox
676	cws_warning_27
677	cws_warning_28
678	cws_warning_29
679	banner_summoning
686	rabbit_shop
689	rabbit_overlay
715	banner_easter08
722	summoning_side
723	carpet_info
724	carpet_runesquares
725	carpet_runelink
726	carpet_runeversi
727	carpet_draughts
728	carpet_main
729	carpet_ticket
742	graphics_options
743	sound_options
744	loginscreen
745	statusicons
746	toplevel_fullscreen
747	topstat_lore
748	topstat_hitpoints
749	topstat_prayer
750	topstat_run
751	filterbuttons
752	chattop
754	pmchat
755	worldmap
756	boardgames_options
757	npcchatlarge
758	canoe_travel
760	tutorial2_objbox
762	bank_v2_main
763	bank_v2_side
765	tutorial2_switch_task
766	tutorial2_death
767	bank_v2_help
769	tutorial2_text
778	rcguild_side
779	rcguild_rewards
780	rcguild_map
781	rcguild_overlay
783	crcs_tightrope
784	crcs_side
785	crcs_rewards
786	crcs_equipment
788	crcs_scoreboard
790	clanwars_end
791	clanwars_setup
792	clanwars_setup_side
800	banner_halloween
801	quickchat_locked
802	sc_tutorial_overlay
803	sc_scores_border
805	sc_item_transfer
806	sc_remaining_clay
810	sc_scores
811	sc_reward_shop
813	sc_processing
814	luc2_chapter2
816	luc2_telescope_view
822	luc2_chapter3
826	luc2_chapter1
827	luc2_lucien_projectiles